"","TBT_1","TBT_2","TBT_3","DMSO_1","DMSO_2","DMSO_3"
"ENSMUSG00000026005",75.509028027669,118.443704312638,122.352484970509,149.863270910571,87.9960610316842,92.080805379836
"ENSMUSG00000060771",23.6891068322099,17.1788578774056,14.1175944196742,18.1976828962837,13.4438426576184,12.821377964281
"ENSMUSG00000026492",76.2493126161756,101.264846435233,90.3526042859147,78.1429912605121,168.659116977395,111.895662233725
"ENSMUSG00000043263",8.88341506207871,10.8498049752035,12.235248497051,13.9158751559816,10.9995076289605,19.8148568538888
"ENSMUSG00000025917",177.668301241574,138.335013433845,165.646441190844,140.229203494892,191.880299749645,195.817408909018
"ENSMUSG00000026576",134.731795108194,29.8369636818097,45.1763021429574,39.6067215977938,39.1093604585263,59.4445705616663
"ENSMUSG00000016494",305.737535053209,430.375597349739,455.52771327482,573.762237200473,309.208381125224,466.231925973853
"ENSMUSG00000015355",18.507114712664,24.4120611942079,23.5293240327903,34.2544619224163,10.9995076289605,23.3115962986927
"ENSMUSG00000041577",208.019969370343,573.231362856585,370.822146756775,1051.18380024415,326.318726325829,935.960591392511
"ENSMUSG00000041779",109.562119098971,34.3577157548111,47.0586480655806,51.3816928836244,45.220198030171,40.7952935227122
"ENSMUSG00000048234",102.159273213905,68.7154315096222,74.3526639436173,64.2271161045305,151.548771776789,82.756166860359
"ENSMUSG00000026202",47.3782136644198,58.769776949019,89.4114313246031,83.4952509358897,161.326111891421,64.1068898214048
"ENSMUSG00000026698",52.5602057839657,64.1946794366208,69.6467991370592,61.015760299304,52.5532031161447,64.1068898214048
"ENSMUSG00000056220",107.341265333451,42.4950694862137,49.8821669495154,63.156664169455,37.8871929441974,75.7626879707512
"ENSMUSG00000026174",89.5744352092936,69.6195819242225,67.764453214436,49.2407890134734,68.441380802421,71.1003687110126
"ENSMUSG00000026649",63.6644746115641,14.4664066336047,20.7058051488555,13.9158751559816,10.9995076289605,36.1329742629736
"ENSMUSG00000026275",94.016142740333,108.498049752035,103.529025744277,99.5520299620223,114.883746346921,97.9087044545092
"ENSMUSG00000051223",803.208778529616,375.222422059121,409.410238170551,499.901053680263,480.311833131276,466.231925973853
"ENSMUSG00000026404",25.169676009223,31.6452645110102,33.882226607218,18.1976828962837,39.1093604585263,36.1329742629736
"ENSMUSG00000026623",138.433218050727,279.38247811149,204.23453260462,359.671850185371,171.103452006053,483.715623197873
"ENSMUSG00000025903",26.6502451862361,71.4278827534231,71.5291450596825,92.0588664164938,59.8862082021184,71.1003687110126
"ENSMUSG00000025940",103.639842390918,110.306350581236,143.058290119365,139.158751559816,131.994091547526,130.544939272679
"ENSMUSG00000026126",17.0265455356509,17.1788578774056,12.235248497051,22.4794906365857,7.33300508597368,10.4902183344117
"ENSMUSG00000067851",245.034198795671,179.021782090858,196.705148914127,196.963156053894,268.876853152368,199.314148353822
"ENSMUSG00000039395",10.3639842390918,2.71245124380088,8.4705566518045,7.49316354552856,20.7768477435921,16.3181174090849
"ENSMUSG00000062580",140.654071816246,175.405180432457,175.05817080396,177.695021222534,230.989660208171,219.129005207711
"ENSMUSG00000036707",267.242736450868,254.066266502682,242.822624018396,300.796993756218,327.540893840158,279.739155584312
"ENSMUSG00000026634",109.562119098971,126.581058044041,117.646620163951,141.299655429967,100.217736174974,110.73008241879
"ENSMUSG00000009772",20.7279684781837,7.23320331680234,11.2940755357393,11.7749712858306,4.88867005731579,10.4902183344117
"ENSMUSG00000044340",37.7545140138345,55.1531752906178,66.8232802531244,64.2271161045305,85.5517260030263,51.2855118571239
"ENSMUSG00000001143",122.887241692089,229.654205308474,255.999045476758,160.567790261326,149.104436748132,170.174652980456
"ENSMUSG00000026617",82.9118739127346,180.830082920058,132.705387544937,104.9042896374,151.548771776789,189.989509834345
"ENSMUSG00000026563",36.2739448368214,28.0286628526091,15.9999403422974,21.4090387015102,42.7758630015131,20.9804366688234
"ENSMUSG00000026577",45.1573598989001,59.6739273636193,65.8821072918128,51.3816928836244,53.7753706304737,48.9543522272546
"ENSMUSG00000041926",117.705249572543,172.692729188656,171.293478958713,134.876943819514,167.436949463066,134.041678717483
"ENSMUSG00000025935",176.187732064561,137.430863019244,114.823101280017,157.3564344561,111.217243803934,136.372838347352
"ENSMUSG00000026399",102.159273213905,224.229302820873,167.528787113467,174.483665417308,156.437441834105,158.51885483111
"ENSMUSG00000033845",105.860696156438,99.4565456060322,130.823041622314,108.115645442626,109.995076289605,100.239864084378
"ENSMUSG00000026536",24.4293914207164,37.9743174132123,24.4704969941019,33.1840099873408,23.22118277225,27.9739155584312
"ENSMUSG00000025971",39.2350831908476,57.8656265344187,58.3527236013199,52.4521448186999,56.2197056591316,57.113410931797
"ENSMUSG00000038949",120.666387926569,221.516851577072,319.998806845948,206.597223469573,364.205919270026,216.797845577842
"ENSMUSG00000026504",36.2739448368214,66.0029802658213,47.9998210268922,67.4384719097571,35.4428579155395,40.7952935227122
"ENSMUSG00000053286",82.171589324228,71.4278827534231,85.6467394793567,80.2838951306632,47.6645330588289,64.1068898214048
"ENSMUSG00000025934",99.1981348598789,344.481307962711,332.234055342999,589.819016226605,573.196564220276,596.776865246532
"ENSMUSG00000026436",162.122324882936,209.762896187268,194.822802991504,239.781233456914,348.31774158375,229.619223542123
"ENSMUSG00000026544",18.507114712664,23.5079107796076,22.5881510714787,17.1272309612081,17.1103452006053,24.4771761136273
"ENSMUSG00000026123",125.848380046115,115.731253068837,127.058349777068,127.383780273986,106.328573746618,152.690955756437
"ENSMUSG00000038323",16.2862609471443,13.5622562190044,11.2940755357393,8.56361548060407,10.9995076289605,12.821377964281
"ENSMUSG00000010311",7.40284588506559,27.1245124380088,21.6469781101671,7.49316354552856,8.55517260030263,6.9934788896078
"ENSMUSG00000026171",60.7033362575378,85.8942893870278,69.6467991370592,57.8044044940775,57.4418731734605,93.2463851947707
"ENSMUSG00000026687",211.721392312876,243.216461527479,249.410834747577,219.442646690479,227.323157665184,264.586617990162
"ENSMUSG00000026222",95.4967119173461,156.418021725851,156.234711577728,147.72236704042,105.106406232289,113.061242048659
"ENSMUSG00000048960",25.9099605977296,60.5780777782196,55.5292047173851,72.7907315851346,112.439411318263,60.6101503766009
"ENSMUSG00000056569",2.22085376551968,25.3162116088082,21.6469781101671,10.7045193507551,6.11083757164473,6.9934788896078
"ENSMUSG00000026678",205.058831016317,514.461585907566,485.645248036792,491.337438199659,559.752721562658,399.793876522579
"ENSMUSG00000038370",64.4047592000706,43.399219900814,52.7056858334502,25.6908464418122,26.8876853152368,15.1525375941502
"ENSMUSG00000026037",74.0284588506559,66.9071306804216,61.1762424852547,65.297568039606,90.4403960603421,93.2463851947707
"ENSMUSG00000037503",67.3658975540969,56.9614761198184,45.1763021429574,79.2134431955877,105.106406232289,93.2463851947707
"ENSMUSG00000026207",45.1573598989001,50.6324232176164,58.3527236013199,27.8317503119632,43.9980305158421,43.1264531525814
"ENSMUSG00000058407",173.966878299041,179.925932505458,178.822862649206,127.383780273986,184.547294663671,152.690955756437
"ENSMUSG00000037470",210.981107724369,198.008940797464,148.705327887235,180.906377027761,188.213797206658,176.00255205513
"ENSMUSG00000026516",96.2369965058527,86.7984398016281,75.2938369049289,86.7066067411162,68.441380802421,54.7822513019278
"ENSMUSG00000026313",68.84646673111,49.7282728030161,63.058588407878,81.3543470657387,69.66354831675,62.9413100064702
"ENSMUSG00000026484",114.744111218517,94.0316431184304,76.2350098662405,109.186097377702,90.4403960603421,78.0938476006204
"ENSMUSG00000073702",1111.90745193685,878.834202991484,996.702166028997,575.903141070624,798.075386856802,695.851149515976
"ENSMUSG00000026620",72.5478896736428,21.699609950407,20.7058051488555,31.0431061171898,25.6655178009079,18.6492770389541
"ENSMUSG00000026112",159.901471117417,300.177937647297,321.881152768571,290.092474405463,252.988675466092,331.024667441436
"ENSMUSG00000026596",82.171589324228,55.1531752906178,65.8821072918128,86.7066067411162,98.9955686606447,74.5971081558165
"ENSMUSG00000053483",72.5478896736428,59.6739273636193,54.5880317560735,55.6635006239265,43.9980305158421,58.2789907467317
"ENSMUSG00000030768",48.8587828414329,33.4535653402108,42.3527832590225,27.8317503119632,23.22118277225,32.6362348181697
"ENSMUSG00000025956",35.5336602483148,47.0158215592152,41.4116102977109,56.733952559002,37.8871929441974,39.6297137077775
"ENSMUSG00000006010",96.2369965058527,204.337993699666,189.175765223634,183.047280897912,222.434487607868,214.466685947973
"ENSMUSG00000026069",6.66256129655903,13.5622562190044,9.41172961311612,18.1976828962837,3.66650254298684,15.1525375941502
"ENSMUSG00000037461",110.302403687477,86.7984398016281,85.6467394793567,109.186097377702,98.9955686606447,109.564502603856
"ENSMUSG00000052760",9.62369965058527,9.94565456060322,5.64703776786967,23.5499425716612,9.77734011463157,20.9804366688234
"ENSMUSG00000026433",34.7933756598083,40.6867686570132,50.823339910827,59.9453083642285,20.7768477435921,59.4445705616663
"ENSMUSG00000053333",57.001913315005,42.4950694862137,45.1763021429574,33.1840099873408,13.4438426576184,38.4641338928429
"ENSMUSG00000056536",64.4047592000706,37.070166998612,47.9998210268922,76.0020873903611,59.8862082021184,61.7757301915356
"ENSMUSG00000052423",31.0919527172755,23.5079107796076,23.5293240327903,12.8454232209061,18.3325127149342,19.8148568538888
"ENSMUSG00000033684",338.310056947497,426.758995691338,537.40976090893,488.126082394432,502.310848389197,507.027219496566
"ENSMUSG00000038174",44.4170753103935,96.7440943622313,64.9409343305012,105.974741572475,53.7753706304737,117.723561308398
"ENSMUSG00000026705",44.4170753103935,52.440724046817,38.5880914137761,64.2271161045305,45.220198030171,44.2920329675161
"ENSMUSG00000055866",22.2085376551968,31.6452645110102,25.4116699554135,13.9158751559816,64.7748782594342,27.9739155584312
"ENSMUSG00000025978",37.7545140138345,15.370557048205,25.4116699554135,17.1272309612081,14.6660101719474,17.4836972240195
"ENSMUSG00000026603",71.8076050851362,56.0573257052181,65.8821072918128,65.297568039606,47.6645330588289,67.6036292662087
"ENSMUSG00000026238",1679.70573132138,829.105930188468,1023.05500894572,925.940923840315,944.735488576276,674.870712847153
"ENSMUSG00000025981",52.5602057839657,48.8241223884158,55.5292047173851,67.4384719097571,54.9975381448026,37.2985540779083
"ENSMUSG00000026553",556.694010556932,650.08414809761,588.233100819757,580.184948810926,562.197056591316,678.367452291957
"ENSMUSG00000040710",22.9488222437033,28.0286628526091,21.6469781101671,42.8180774030204,17.1103452006053,27.9739155584312
"ENSMUSG00000060519",76.2493126161756,119.347854727239,96.940815015096,90.9884144814183,59.8862082021184,114.226821863594
"ENSMUSG00000008136",42.1962215448739,9.04150414600293,11.2940755357393,11.7749712858306,4.88867005731579,6.9934788896078
"ENSMUSG00000025979",136.952648873713,85.8942893870278,111.999582396082,114.538357053079,96.5512336319868,90.9152255649014
"ENSMUSG00000039384",22.2085376551968,54.2490248760176,42.3527832590225,47.0998851433224,45.220198030171,45.4576127824507
"ENSMUSG00000026273",56.2616287264985,54.2490248760176,53.6468587947619,41.7476254679449,74.5522183740658,44.2920329675161
"ENSMUSG00000060743",484.14612088329,358.043564181716,467.762961771871,382.151340821957,358.095081698381,361.329742629736
"ENSMUSG00000067071",45.1573598989001,20.7954595358067,40.4704373363993,28.9022022470387,32.9985228868816,32.6362348181697
"ENSMUSG00000025980",1016.41074001951,899.629662527291,895.055486207343,788.92307615065,1041.28672220826,1061.84321140545
"ENSMUSG00000001138",83.6521585012412,81.3735373140263,92.2349502085379,103.833837702324,117.328081375579,81.5905870454243
"ENSMUSG00000056050",222.825661140474,245.024762356679,217.410954062982,316.853772782351,279.876360781329,293.726113363528
"ENSMUSG00000041684",42.1962215448739,47.9199719738155,50.823339910827,41.7476254679449,40.3315279728552,26.8083357434966
"ENSMUSG00000026608",117.705249572543,104.881448093634,95.9996420537844,92.0588664164938,68.441380802421,90.9152255649014
"ENSMUSG00000004768",48.8587828414329,41.5909190716135,40.4704373363993,56.733952559002,39.1093604585263,50.1199320421892
"ENSMUSG00000038855",218.383953609435,214.283648260269,202.352186681996,272.965243444255,287.209365867302,242.440601506404
"ENSMUSG00000026425",114.744111218517,103.073147264433,107.293717589524,148.792818975496,113.661578832592,90.9152255649014
"ENSMUSG00000079144",16.2862609471443,15.370557048205,13.1764214583626,19.2681348313592,12.2216751432895,11.6557981493463
"ENSMUSG00000026578",79.2104509702018,45.2075207300146,35.7645725298412,31.0431061171898,31.7763553725526,30.3050751883005
"ENSMUSG00000026036",52.5602057839657,46.1116711446149,43.2939562203341,31.0431061171898,40.3315279728552,46.6231925973853
"ENSMUSG00000042046",101.418988625399,70.5237323388228,92.2349502085379,100.622481897098,86.7738935173552,74.5971081558165
"ENSMUSG00000016194",36.2739448368214,76.8527852410249,91.2937772472263,127.383780273986,161.326111891421,128.21377964281
"ENSMUSG00000025993",145.095779347286,89.5108910454289,75.2938369049289,96.3406741567958,101.439903689303,87.4184861200975
"ENSMUSG00000002881",142.874925581766,94.9357935330307,117.646620163951,117.749712858306,106.328573746618,104.902183344117
"ENSMUSG00000041763",120.666387926569,122.96445638564,89.4114313246031,143.440559300118,166.214781948737,109.564502603856
"ENSMUSG00000026102",50.339352018446,53.3448744614173,47.9998210268922,73.8611835202101,59.8862082021184,33.8018146331044
"ENSMUSG00000042429",49.5990674299394,59.6739273636193,95.9996420537844,55.6635006239265,59.8862082021184,89.7496457499668
"ENSMUSG00000026004",25.169676009223,24.4120611942079,15.0587673809858,16.0567790261326,20.7768477435921,32.6362348181697
"ENSMUSG00000025920",59.2227670805247,63.2905290220205,45.1763021429574,44.9589812731714,62.3305432307763,57.113410931797
"ENSMUSG00000039246",49.5990674299394,122.96445638564,129.881868661002,88.8475106112672,80.6630559457105,94.4119650097053
"ENSMUSG00000041801",88.0938660322805,191.679887895262,228.705029598722,152.004174780722,124.661086461553,134.041678717483
"ENSMUSG00000037624",48.8587828414329,51.5365736322167,41.4116102977109,17.1272309612081,7.33300508597368,22.146016483758
"ENSMUSG00000026315",17.0265455356509,28.9328132672094,20.7058051488555,27.8317503119632,24.4433502865789,37.2985540779083
"ENSMUSG00000026199",33.3128064827952,28.9328132672094,34.8233995685296,46.0294332082469,51.3310356018158,37.2985540779083
"ENSMUSG00000005674",7.40284588506559,21.699609950407,14.1175944196742,12.8454232209061,13.4438426576184,10.4902183344117
"ENSMUSG00000048402",27.3905297747427,15.370557048205,16.941113303609,8.56361548060407,10.9995076289605,9.32463851947707
"ENSMUSG00000062590",44.4170753103935,37.070166998612,24.4704969941019,23.5499425716612,14.6660101719474,19.8148568538888
"ENSMUSG00000056870",20.7279684781837,46.1116711446149,35.7645725298412,83.4952509358897,14.6660101719474,51.2855118571239
"ENSMUSG00000026223",542.628603375308,364.372617083918,391.52795190563,316.853772782351,223.656655122197,339.183726145978
"ENSMUSG00000040918",45.1573598989001,27.1245124380088,24.4704969941019,46.0294332082469,62.3305432307763,33.8018146331044
